step0_concat	Run03_swab_barcode07	raw	1933	2026-03-13
step0_concat	Run03_swab_barcode08	raw	976	2026-03-13
step0_concat	Run03_swab_barcode01	raw	425	2026-03-13
step0_concat	Run03_swab_barcode02	raw	187	2026-03-13
step0_concat	Run03_swab_barcode05	raw	50	2026-03-13
step0_concat	Run03_swab_barcode14	raw	38	2026-03-13
step0_concat	Run03_swab_barcode15	raw	99	2026-03-13
step0_concat	Run03_swab_barcode03	raw	1593	2026-03-13
step0_concat	Run03_swab_barcode06	raw	1753	2026-03-13
step0_concat	Run03_swab_barcode09	raw	123	2026-03-13
step0_concat	Run02_soil_barcode06	raw	8567	2026-03-13
step0_concat	Run03_swab_barcode11	raw	2795	2026-03-13
step0_concat	Run03_swab_barcode17	raw	3173	2026-03-13
step0_concat	Run03_swab_barcode04	raw	3861	2026-03-13
step0_concat	Run02_soil_barcode22	raw	2	2026-03-13
step0_concat	Run01_soil_barcode03	raw	15109	2026-03-13
step0_concat	Run03_swab_barcode10	raw	5817	2026-03-13
step0_concat	Run01_soil_barcode05	raw	3360	2026-03-13
step0_concat	Run01_soil_barcode08	raw	18717	2026-03-13
step0_concat	Run02_soil_barcode15	raw	16014	2026-03-13
step0_concat	Run02_soil_barcode14	raw	25978	2026-03-13
step0_concat	Run03_swab_barcode12	raw	14071	2026-03-13
step0_concat	Run04_swab_barcode16	raw	10655	2026-03-13
step0_concat	Run04_swab_barcode23	raw	1104	2026-03-13
step0_concat	Run04_swab_barcode20	raw	4350	2026-03-13
step0_concat	Run02_soil_barcode07	raw	8409	2026-03-13
step0_concat	Run04_swab_barcode07	raw	779	2026-03-13
step0_concat	Run04_swab_barcode15	raw	13061	2026-03-13
step0_concat	Run02_soil_barcode05	raw	20856	2026-03-13
step0_concat	Run04_swab_barcode05	raw	3617	2026-03-13
step0_concat	Run04_swab_barcode12	raw	10212	2026-03-13
step0_concat	Run03_swab_barcode16	raw	20818	2026-03-13
step0_concat	Run04_swab_barcode04	raw	6804	2026-03-13
step0_concat	Run01_soil_barcode17	raw	16933	2026-03-13
step0_concat	Run03_swab_barcode13	raw	23193	2026-03-13
step0_concat	Run04_swab_barcode02	raw	23059	2026-03-13
step0_concat	Run01_soil_barcode01	raw	27900	2026-03-13
step0_concat	Run04_swab_barcode19	raw	13887	2026-03-13
step0_concat	Run02_soil_barcode08	raw	22124	2026-03-13
step0_concat	Run04_swab_barcode08	raw	12490	2026-03-13
step0_concat	Run02_soil_barcode11	raw	26479	2026-03-13
step0_concat	Run02_soil_barcode02	raw	27277	2026-03-13
step0_concat	Run03_swab_barcode18	raw	1983	2026-03-13
step0_concat	Run01_soil_barcode02	raw	38686	2026-03-13
step0_concat	Run05_fecal_barcode04	raw	21574	2026-03-13
step0_concat	Run03_swab_barcode19	raw	3752	2026-03-13
step0_concat	Run05_fecal_barcode01	raw	20226	2026-03-13
step0_concat	Run05_fecal_barcode02	raw	22010	2026-03-13
step0_concat	Run04_swab_barcode06	raw	24898	2026-03-13
step0_concat	Run02_soil_barcode04	raw	50909	2026-03-13
step0_concat	Run04_swab_barcode17	raw	26777	2026-03-13
step0_concat	Run02_soil_barcode01	raw	48047	2026-03-13
step0_concat	Run04_swab_barcode18	raw	33648	2026-03-13
step0_concat	Run01_soil_barcode09	raw	49887	2026-03-13
step0_concat	Run05_fecal_barcode05	raw	24331	2026-03-13
step0_concat	Run02_soil_barcode17	raw	25511	2026-03-13
step0_concat	Run05_fecal_barcode06	raw	23977	2026-03-13
step0_concat	Run02_soil_barcode21	raw	56902	2026-03-13
step0_concat	Run02_soil_barcode10	raw	43460	2026-03-13
step0_concat	Run05_fecal_barcode07	raw	26227	2026-03-13
step0_concat	Run02_soil_barcode16	raw	41204	2026-03-13
step0_concat	Run02_soil_barcode19	raw	47114	2026-03-13
step0_concat	Run02_soil_barcode18	raw	57783	2026-03-13
step0_concat	Run02_soil_barcode13	raw	71487	2026-03-13
step0_concat	Run01_soil_barcode18	raw	48861	2026-03-13
step0_concat	Run01_soil_barcode20	raw	48588	2026-03-13
step0_concat	Run01_soil_barcode21	raw	50882	2026-03-13
step0_concat	Run01_soil_barcode19	raw	53422	2026-03-13
step0_concat	Run01_soil_barcode22	raw	44863	2026-03-13
step0_concat	Run01_soil_barcode16	raw	58057	2026-03-13
step0_concat	Run01_soil_barcode14	raw	54886	2026-03-13
step0_concat	Run01_soil_barcode24	raw	56994	2026-03-13
step0_concat	Run01_soil_barcode07	raw	35432	2026-03-13
step0_concat	Run01_soil_barcode15	raw	64922	2026-03-13
step0_concat	Run04_swab_barcode22	raw	30880	2026-03-13
step0_concat	Run01_soil_barcode06	raw	59773	2026-03-13
step0_concat	Run01_soil_barcode04	raw	44051	2026-03-13
step0_concat	Run01_soil_barcode23	raw	75854	2026-03-13
step0_concat	Run02_soil_barcode12	raw	55733	2026-03-13
step0_concat	Run02_soil_barcode20	raw	64434	2026-03-13
step0_concat	Run01_soil_barcode11	raw	61295	2026-03-13
step0_concat	Run04_swab_barcode21	raw	61537	2026-03-13
step0_concat	Run04_swab_barcode01	raw	136388	2026-03-13
step0_concat	Run04_swab_barcode11	raw	153567	2026-03-13
step0_concat	Run02_soil_barcode03	raw	38488	2026-03-13
step0_concat	Run03_swab_barcode24	raw	7	2026-03-13
step0_concat	Run01_soil_barcode13	raw	15687	2026-03-13
step0_concat	Run03_swab_barcode20	raw	25023	2026-03-13
step0_concat	Run03_swab_barcode21	raw	20742	2026-03-13
step0_concat	Run01_soil_barcode12	raw	61876	2026-03-13
step0_concat	Run03_swab_barcode23	raw	78065	2026-03-13
step0_concat	Run04_swab_barcode13	raw	271452	2026-03-13
step0_concat	Run04_swab_barcode09	raw	10868	2026-03-13
step0_concat	Run04_swab_barcode03	raw	319638	2026-03-13
step0_concat	Run03_swab_barcode22	raw	663157	2026-03-13
step0_concat	Run05_fecal_barcode20	raw	13	2026-03-13
step0_concat	Run06_fecal_barcode20	raw	17166	2026-03-13
step0_concat	Run06_fecal_barcode10	raw	17185	2026-03-13
step0_concat	Run06_fecal_barcode21	raw	18232	2026-03-13
step0_concat	Run06_fecal_barcode11	raw	19452	2026-03-13
step0_concat	Run06_fecal_barcode09	raw	20899	2026-03-13
step0_concat	Run06_fecal_barcode17	raw	20895	2026-03-13
step0_concat	Run06_fecal_barcode18	raw	20733	2026-03-13
step0_concat	Run06_fecal_barcode08	raw	20012	2026-03-13
step0_concat	Run06_fecal_barcode23	raw	19589	2026-03-13
step0_concat	Run06_fecal_barcode01	raw	16948	2026-03-13
step0_concat	Run06_fecal_barcode22	raw	22203	2026-03-13
step0_concat	Run05_fecal_barcode11	raw	20705	2026-03-13
step0_concat	Run05_fecal_barcode10	raw	22419	2026-03-13
step0_concat	Run06_fecal_barcode04	raw	18895	2026-03-13
step0_concat	Run06_fecal_barcode05	raw	22780	2026-03-13
step0_concat	Run05_fecal_barcode15	raw	30714	2026-03-13
step0_concat	Run05_fecal_barcode17	raw	24367	2026-03-13
step0_concat	Run06_fecal_barcode06	raw	26156	2026-03-13
step0_concat	Run06_fecal_barcode02	raw	19400	2026-03-13
step0_concat	Run06_fecal_barcode19	raw	27559	2026-03-13
step0_concat	Run05_fecal_barcode18	raw	26801	2026-03-13
step0_concat	Run05_fecal_barcode14	raw	20152	2026-03-13
step0_concat	Run06_fecal_barcode24	raw	28412	2026-03-13
step0_concat	Run06_fecal_barcode03	raw	23975	2026-03-13
step0_concat	Run05_fecal_barcode13	raw	22042	2026-03-13
step0_concat	Run05_fecal_barcode12	raw	24449	2026-03-13
step0_concat	Run05_fecal_barcode19	raw	33901	2026-03-13
step0_concat	Run05_fecal_barcode16	raw	33116	2026-03-13
step0_concat	Run05_fecal_barcode08	raw	27402	2026-03-13
step0_concat	Run07_fecal_barcode15	raw	69993	2026-03-13
step0_concat	Run07_fecal_barcode10	raw	60390	2026-03-13
step0_concat	Run07_fecal_barcode17	raw	75661	2026-03-13
step0_concat	Run07_fecal_barcode18	raw	58331	2026-03-13
step0_concat	Run07_fecal_barcode11	raw	61408	2026-03-13
step0_concat	Run07_fecal_barcode16	raw	76319	2026-03-13
step0_concat	Run07_fecal_barcode09	raw	72855	2026-03-13
step0_concat	Run07_fecal_barcode12	raw	65947	2026-03-13
step0_concat	Run07_fecal_barcode13	raw	68921	2026-03-13
step0_concat	Run07_fecal_barcode20	raw	72295	2026-03-13
step0_concat	Run07_fecal_barcode21	raw	78941	2026-03-13
step0_concat	Run07_fecal_barcode19	raw	70742	2026-03-13
step0_concat	Run07_fecal_barcode22	raw	92729	2026-03-13
step0_concat	Run07_fecal_barcode23	raw	85133	2026-03-13
step0_concat	Run07_fecal_barcode24	raw	86590	2026-03-13
step0_concat	Run07_fecal_barcode14	raw	62941	2026-03-13
step1_qc	Run03_swab_barcode15	raw	99	2026-03-13
step1_qc	Run03_swab_barcode15	filtered	94	2026-03-13
step1_qc	Run01_soil_barcode05	raw	3360	2026-03-13
step1_qc	Run01_soil_barcode05	filtered	3096	2026-03-13
step1_qc	Run03_swab_barcode14	raw	38	2026-03-13
step1_qc	Run03_swab_barcode14	filtered	37	2026-03-13
step1_qc	Run05_fecal_barcode20	raw	13	2026-03-13
step1_qc	Run05_fecal_barcode20	filtered	10	2026-03-13
step1_qc	Run03_swab_barcode10	raw	5817	2026-03-13
step1_qc	Run03_swab_barcode10	filtered	5626	2026-03-13
step1_qc	Run02_soil_barcode22	raw	2	2026-03-13
step1_qc	Run03_swab_barcode05	raw	50	2026-03-13
step1_qc	Run02_soil_barcode22	filtered	2	2026-03-13
step1_qc	Run03_swab_barcode05	filtered	47	2026-03-13
step1_qc	Run03_swab_barcode09	raw	123	2026-03-13
step1_qc	Run03_swab_barcode02	raw	187	2026-03-13
step1_qc	Run03_swab_barcode09	filtered	116	2026-03-13
step1_qc	Run03_swab_barcode02	filtered	181	2026-03-13
step1_qc	Run03_swab_barcode01	raw	425	2026-03-13
step1_qc	Run03_swab_barcode01	filtered	398	2026-03-13
step1_qc	Run03_swab_barcode08	raw	976	2026-03-13
step1_qc	Run03_swab_barcode08	filtered	945	2026-03-13
step1_qc	Run03_swab_barcode11	raw	2795	2026-03-13
step1_qc	Run03_swab_barcode11	filtered	2712	2026-03-13
step1_qc	Run03_swab_barcode03	raw	1593	2026-03-13
step1_qc	Run03_swab_barcode03	filtered	1533	2026-03-13
step1_qc	Run03_swab_barcode07	raw	1933	2026-03-13
step1_qc	Run03_swab_barcode07	filtered	1881	2026-03-13
step1_qc	Run03_swab_barcode06	raw	1753	2026-03-13
step1_qc	Run03_swab_barcode06	filtered	1688	2026-03-13
step1_qc	Run03_swab_barcode04	raw	3861	2026-03-13
step1_qc	Run03_swab_barcode04	filtered	3733	2026-03-13
step1_qc	Run02_soil_barcode06	raw	8567	2026-03-13
step1_qc	Run02_soil_barcode06	filtered	8098	2026-03-13
step1_qc	Run02_soil_barcode07	raw	8409	2026-03-13
step1_qc	Run02_soil_barcode07	filtered	7965	2026-03-13
step1_qc	Run02_soil_barcode09	raw	13319	2026-03-13
step1_qc	Run02_soil_barcode09	filtered	12497	2026-03-13
step1_qc	Run01_soil_barcode10	raw	13487	2026-03-13
step1_qc	Run01_soil_barcode10	filtered	12481	2026-03-13
step1_qc	Run01_soil_barcode13	raw	15687	2026-03-13
step1_qc	Run01_soil_barcode13	filtered	14552	2026-03-13
step1_qc	Run01_soil_barcode17	raw	16933	2026-03-13
step1_qc	Run01_soil_barcode17	filtered	15864	2026-03-13
step1_qc	Run03_swab_barcode12	raw	14071	2026-03-13
step1_qc	Run03_swab_barcode12	filtered	13620	2026-03-13
step1_qc	Run01_soil_barcode03	raw	15109	2026-03-13
step1_qc	Run01_soil_barcode03	filtered	14232	2026-03-13
step1_qc	Run01_soil_barcode08	raw	18717	2026-03-13
step1_qc	Run01_soil_barcode08	filtered	17569	2026-03-13
step1_qc	Run06_fecal_barcode10	raw	17185	2026-03-13
step1_qc	Run06_fecal_barcode10	filtered	15387	2026-03-13
step1_qc	Run06_fecal_barcode08	raw	20012	2026-03-13
step1_qc	Run06_fecal_barcode08	filtered	17932	2026-03-13
step1_qc	Run06_fecal_barcode11	raw	19452	2026-03-13
step1_qc	Run06_fecal_barcode11	filtered	17642	2026-03-13
step1_qc	Run06_fecal_barcode04	raw	18895	2026-03-13
step1_qc	Run06_fecal_barcode04	filtered	16761	2026-03-13
step1_qc	Run03_swab_barcode13	raw	23193	2026-03-13
step1_qc	Run03_swab_barcode13	filtered	22389	2026-03-13
step1_qc	Run02_soil_barcode05	raw	20856	2026-03-13
step1_qc	Run06_fecal_barcode09	filtered	18687	2026-03-13
step1_qc	Run02_soil_barcode05	filtered	19510	2026-03-13
step1_qc	Run06_fecal_barcode01	raw	16948	2026-03-13
step1_qc	Run06_fecal_barcode01	filtered	14698	2026-03-13
step1_qc	Run06_fecal_barcode23	raw	19589	2026-03-13
step1_qc	Run06_fecal_barcode23	filtered	17389	2026-03-13
step1_qc	Run06_fecal_barcode02	raw	19400	2026-03-13
step1_qc	Run06_fecal_barcode02	filtered	17532	2026-03-13
step1_qc	Run02_soil_barcode08	raw	22124	2026-03-13
step1_qc	Run02_soil_barcode08	filtered	20747	2026-03-13
step1_qc	Run02_soil_barcode02	raw	27277	2026-03-13
step1_qc	Run02_soil_barcode02	filtered	25611	2026-03-13
step1_qc	Run06_fecal_barcode21	raw	18232	2026-03-13
step1_qc	Run06_fecal_barcode21	filtered	16098	2026-03-13
step1_qc	Run02_soil_barcode11	raw	26479	2026-03-13
step1_qc	Run02_soil_barcode11	filtered	24713	2026-03-13
step1_qc	Run06_fecal_barcode22	raw	22203	2026-03-13
step1_qc	Run06_fecal_barcode22	filtered	20363	2026-03-13
step1_qc	Run06_fecal_barcode03	raw	23975	2026-03-13
step1_qc	Run06_fecal_barcode03	filtered	22234	2026-03-13
step1_qc	Run01_soil_barcode01	raw	27900	2026-03-13
step1_qc	Run01_soil_barcode01	filtered	25621	2026-03-13
step1_qc	Run02_soil_barcode14	raw	25978	2026-03-13
step1_qc	Run02_soil_barcode14	filtered	24481	2026-03-13
step1_qc	Run02_soil_barcode17	raw	25511	2026-03-13
step1_qc	Run02_soil_barcode17	filtered	23947	2026-03-13
step1_qc	Run06_fecal_barcode20	raw	17166	2026-03-13
step1_qc	Run06_fecal_barcode20	filtered	15469	2026-03-13
step1_qc	Run06_fecal_barcode18	raw	20733	2026-03-13
step1_qc	Run06_fecal_barcode18	filtered	19359	2026-03-13
step1_qc	Run06_fecal_barcode17	raw	20895	2026-03-13
step1_qc	Run06_fecal_barcode17	filtered	19136	2026-03-13
step1_qc	Run06_fecal_barcode05	raw	22780	2026-03-13
step1_qc	Run06_fecal_barcode05	filtered	21241	2026-03-13
step1_qc	Run06_fecal_barcode19	raw	27559	2026-03-13
step1_qc	Run06_fecal_barcode19	filtered	25423	2026-03-13
step1_qc	Run06_fecal_barcode07	raw	24421	2026-03-13
step1_qc	Run06_fecal_barcode07	filtered	22622	2026-03-13
step1_qc	Run05_fecal_barcode19	raw	33901	2026-03-13
step1_qc	Run05_fecal_barcode19	filtered	32537	2026-03-13
step1_qc	Run06_fecal_barcode06	raw	26156	2026-03-13
step1_qc	Run01_soil_barcode07	raw	35432	2026-03-13
step1_qc	Run01_soil_barcode07	filtered	32213	2026-03-13
step1_qc	Run06_fecal_barcode24	raw	28412	2026-03-13
step1_qc	Run06_fecal_barcode24	filtered	26864	2026-03-13
step1_qc	Run01_soil_barcode02	raw	38686	2026-03-13
step1_qc	Run01_soil_barcode02	filtered	35059	2026-03-13
step1_qc	Run02_soil_barcode10	raw	43460	2026-03-13
step1_qc	Run02_soil_barcode10	filtered	39572	2026-03-13
step1_qc	Run02_soil_barcode03	raw	38488	2026-03-13
step1_qc	Run02_soil_barcode03	filtered	35948	2026-03-13
step1_qc	Run01_soil_barcode04	raw	44051	2026-03-13
step1_qc	Run01_soil_barcode04	filtered	39535	2026-03-13
step1_qc	Run01_soil_barcode18	raw	48861	2026-03-13
step1_qc	Run01_soil_barcode18	filtered	43417	2026-03-13
step1_qc	Run02_soil_barcode16	raw	41204	2026-03-13
step1_qc	Run02_soil_barcode16	filtered	38292	2026-03-13
step1_qc	Run01_soil_barcode21	raw	50882	2026-03-13
step1_qc	Run01_soil_barcode21	filtered	44101	2026-03-13
step1_qc	Run02_soil_barcode04	raw	50909	2026-03-13
step1_qc	Run02_soil_barcode04	filtered	44686	2026-03-13
step1_qc	Run02_soil_barcode01	raw	48047	2026-03-13
step1_qc	Run02_soil_barcode01	filtered	42285	2026-03-13
step1_qc	Run01_soil_barcode19	raw	53422	2026-03-13
step1_qc	Run01_soil_barcode19	filtered	48363	2026-03-13
step1_qc	Run01_soil_barcode22	raw	44863	2026-03-13
step1_qc	Run01_soil_barcode22	filtered	41362	2026-03-13
step1_qc	Run02_soil_barcode19	raw	47114	2026-03-13
step1_qc	Run02_soil_barcode19	filtered	42177	2026-03-13
step1_qc	Run01_soil_barcode20	raw	48588	2026-03-13
step1_qc	Run01_soil_barcode20	filtered	43748	2026-03-13
step1_qc	Run01_soil_barcode09	raw	49887	2026-03-13
step1_qc	Run01_soil_barcode09	filtered	45043	2026-03-13
step1_qc	Run01_soil_barcode11	raw	61295	2026-03-13
step1_qc	Run01_soil_barcode11	filtered	51825	2026-03-13
step1_qc	Run01_soil_barcode14	raw	54886	2026-03-13
step1_qc	Run01_soil_barcode14	filtered	48043	2026-03-13
step1_qc	Run01_soil_barcode16	raw	58057	2026-03-13
step1_qc	Run01_soil_barcode16	filtered	49664	2026-03-13
step1_qc	Run07_fecal_barcode11	raw	61408	2026-03-13
step1_qc	Run07_fecal_barcode11	filtered	54915	2026-03-13
step1_qc	Run02_soil_barcode12	raw	55733	2026-03-13
step1_qc	Run02_soil_barcode12	filtered	50143	2026-03-13
step1_qc	Run01_soil_barcode24	raw	56994	2026-03-13
step1_qc	Run01_soil_barcode24	filtered	50222	2026-03-13
step1_qc	Run02_soil_barcode21	raw	56902	2026-03-13
step1_qc	Run02_soil_barcode21	filtered	49444	2026-03-13
step1_qc	Run01_soil_barcode12	raw	61876	2026-03-13
step1_qc	Run01_soil_barcode12	filtered	55950	2026-03-13
step1_qc	Run02_soil_barcode15	raw	16014	2026-03-13
step1_qc	Run02_soil_barcode15	filtered	15039	2026-03-13
step1_qc	Run07_fecal_barcode18	raw	58331	2026-03-13
step1_qc	Run07_fecal_barcode18	filtered	52014	2026-03-13
step1_qc	Run01_soil_barcode06	raw	59773	2026-03-13
step1_qc	Run01_soil_barcode06	filtered	53565	2026-03-13
step1_qc	Run07_fecal_barcode14	raw	62941	2026-03-13
step1_qc	Run07_fecal_barcode14	filtered	54771	2026-03-13
step1_qc	Run07_fecal_barcode10	raw	60390	2026-03-13
step1_qc	Run07_fecal_barcode10	filtered	54130	2026-03-13
step1_qc	Run01_soil_barcode15	raw	64922	2026-03-13
step1_qc	Run01_soil_barcode15	filtered	57599	2026-03-13
step1_qc	Run07_fecal_barcode13	raw	68921	2026-03-13
step1_qc	Run07_fecal_barcode13	filtered	62204	2026-03-13
step1_qc	Run01_soil_barcode23	raw	75854	2026-03-13
step1_qc	Run01_soil_barcode23	filtered	62337	2026-03-13
step1_qc	Run02_soil_barcode18	raw	57783	2026-03-13
step1_qc	Run02_soil_barcode18	filtered	52353	2026-03-13
step1_qc	Run07_fecal_barcode19	raw	70742	2026-03-13
step1_qc	Run07_fecal_barcode19	filtered	63397	2026-03-13
step1_qc	Run02_soil_barcode20	raw	64434	2026-03-13
step1_qc	Run02_soil_barcode20	filtered	57895	2026-03-13
step1_qc	Run07_fecal_barcode20	raw	72295	2026-03-13
step1_qc	Run07_fecal_barcode20	filtered	64610	2026-03-13
step1_qc	Run07_fecal_barcode15	raw	69993	2026-03-13
step1_qc	Run07_fecal_barcode15	filtered	60362	2026-03-13
step1_qc	Run07_fecal_barcode21	raw	78941	2026-03-13
step1_qc	Run07_fecal_barcode21	filtered	70018	2026-03-13
step1_qc	Run07_fecal_barcode12	raw	65947	2026-03-13
step1_qc	Run07_fecal_barcode12	filtered	58934	2026-03-13
step1_qc	Run07_fecal_barcode09	raw	72855	2026-03-13
step1_qc	Run07_fecal_barcode09	filtered	67226	2026-03-13
step1_qc	Run07_fecal_barcode17	raw	75661	2026-03-13
step1_qc	Run07_fecal_barcode17	filtered	67695	2026-03-13
step1_qc	Run02_soil_barcode13	raw	71487	2026-03-13
step1_qc	Run02_soil_barcode13	filtered	61676	2026-03-13
step1_qc	Run07_fecal_barcode16	raw	76319	2026-03-13
step1_qc	Run07_fecal_barcode16	filtered	67436	2026-03-13
step1_qc	Run07_fecal_barcode23	raw	85133	2026-03-13
step1_qc	Run07_fecal_barcode23	filtered	76431	2026-03-13
step1_qc	Run07_fecal_barcode24	raw	86590	2026-03-13
step1_qc	Run07_fecal_barcode24	filtered	76829	2026-03-13
step1_qc	Run07_fecal_barcode22	raw	92729	2026-03-13
step1_qc	Run07_fecal_barcode22	filtered	82318	2026-03-13
step1_qc	Run03_swab_barcode24	raw	7	2026-03-13
step1_qc	Run03_swab_barcode24	filtered	7	2026-03-13
step1_qc	Run04_swab_barcode07	raw	779	2026-03-13
step1_qc	Run04_swab_barcode07	filtered	758	2026-03-13
step1_qc	Run03_swab_barcode18	raw	1983	2026-03-13
step1_qc	Run03_swab_barcode18	filtered	1917	2026-03-13
step1_qc	Run04_swab_barcode23	raw	1104	2026-03-13
step1_qc	Run04_swab_barcode23	filtered	1070	2026-03-13
step1_qc	Run03_swab_barcode19	raw	3752	2026-03-13
step1_qc	Run03_swab_barcode19	filtered	3607	2026-03-13
step1_qc	Run04_swab_barcode05	raw	3617	2026-03-13
step1_qc	Run04_swab_barcode05	filtered	3510	2026-03-13
step1_qc	Run03_swab_barcode17	raw	3173	2026-03-13
step1_qc	Run03_swab_barcode17	filtered	3084	2026-03-13
step1_qc	Run04_swab_barcode10	raw	5065	2026-03-13
step1_qc	Run04_swab_barcode10	filtered	4907	2026-03-13
step1_qc	Run04_swab_barcode20	raw	4350	2026-03-13
step1_qc	Run04_swab_barcode20	filtered	4238	2026-03-13
step1_qc	Run04_swab_barcode04	raw	6804	2026-03-13
step1_qc	Run04_swab_barcode04	filtered	6597	2026-03-13
step1_qc	Run04_swab_barcode09	raw	10868	2026-03-13
step1_qc	Run04_swab_barcode09	filtered	10552	2026-03-13
step1_qc	Run04_swab_barcode16	raw	10655	2026-03-13
